C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_11_416.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_11_416.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_11_416.jpg, -0.9470317, 1, 0, 4.04163
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_11_524.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_11_524.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_11_524.jpg, -0.9246628, 1, 0, 5.148758
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_11_627.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_11_627.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_11_627.jpg, -0.611601, 1, 0, 6.314272
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_11_733.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_11_733.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_11_733.jpg, -0.3186699, 1, 0, 7.465727
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_11_837.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_11_837.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_11_837.jpg, 0, 1, 0, 8.807483
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_11_938.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_11_938.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_11_938.jpg, 0, 1, 0, 9.925148
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_12_041.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_12_041.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_12_041.jpg, 0, 1, 0, 11.03313
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_12_145.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_12_145.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_12_145.jpg, 0, 1, 0, 11.88164
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_12_248.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_12_248.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_12_248.jpg, 0, 1, 0, 13.09243
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_12_353.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_12_353.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_12_353.jpg, -0.0355851, 1, 0, 14.09467
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_12_460.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_12_460.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_12_460.jpg, -0.2069502, 1, 0, 15.43547
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_12_567.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_12_567.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_12_567.jpg, 0, 1, 0, 16.57819
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_12_669.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_12_669.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_12_669.jpg, 0, 1, 0, 17.58864
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_12_771.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_12_771.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_12_771.jpg, 0, 1, 0, 18.64253
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_12_871.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_12_871.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_12_871.jpg, -0.0201336, 1, 0, 19.65941
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_12_976.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_12_976.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_12_976.jpg, -0.3162144, 1, 0, 20.8025
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_13_079.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_13_079.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_13_079.jpg, -0.02027164, 1, 0, 21.80186
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_13_183.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_13_183.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_13_183.jpg, -0.038679, 1, 0, 22.79166
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_13_288.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_13_288.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_13_288.jpg, -0.3348723, 1, 0, 23.71813
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_13_394.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_13_394.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_13_394.jpg, -0.05615639, 1, 0, 24.87256
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_13_495.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_13_495.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_13_495.jpg, -0.0908526, 1, 0, 25.82324
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_13_597.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_13_597.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_13_597.jpg, -0.3971424, 1, 0, 26.70074
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_13_698.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_13_698.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_13_698.jpg, -0.6987205, 1, 0, 27.3729
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_13_804.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_13_804.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_13_804.jpg, -0.4030128, 1, 0, 28.26296
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_13_909.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_13_909.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_13_909.jpg, -0.08970395, 1, 0, 29.20378
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_14_012.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_14_012.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_14_012.jpg, 0, 1, 0, 30.09877
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_14_121.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_14_121.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_14_121.jpg, 0, 1, 0, 30.19015
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_14_228.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_14_228.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_14_228.jpg, 0, 1, 0, 30.1903
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_14_331.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_14_331.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_14_331.jpg, 0, 1, 0, 30.1903
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_14_431.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_14_431.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_14_431.jpg, 0, 1, 0, 30.1903
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_14_537.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_14_537.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_14_537.jpg, -0.3190425, 1, 0, 30.16788
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_14_642.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_14_642.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_14_642.jpg, -0.02792524, 1, 0, 30.1907
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_14_746.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_14_746.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_14_746.jpg, 0, 1, 0, 30.19001
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_14_848.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_14_848.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_14_848.jpg, 0, 1, 0, 30.19043
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_14_951.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_14_951.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_14_951.jpg, 0, 1, 0, 30.19034
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_15_052.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_15_052.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_15_052.jpg, -0.1029138, 1, 0, 30.18774
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_15_155.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_15_155.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_15_155.jpg, -0.3972759, 1, 0, 30.16053
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_15_260.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_15_260.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_15_260.jpg, -0.100209, 1, 0, 30.19162
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_15_363.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_15_363.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_15_363.jpg, 0, 1, 0, 30.18948
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_15_464.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_15_464.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_15_464.jpg, -0.2860287, 1, 0, 30.17599
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_15_568.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_15_568.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_15_568.jpg, -0.3141084, 1, 0, 30.18435
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_15_672.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_15_672.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_15_672.jpg, -0.01762052, 1, 0, 30.18864
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_15_773.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_15_773.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_15_773.jpg, 0, 1, 0, 30.18983
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_15_873.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_15_873.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_15_873.jpg, 0, 1, 0, 30.19026
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_15_977.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_15_977.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_15_977.jpg, 0, 1, 0, 30.19026
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_16_079.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_16_079.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_16_079.jpg, 0, 1, 0, 30.19029
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_16_180.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_16_180.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_16_180.jpg, 0, 1, 0, 30.19027
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_16_281.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_16_281.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_16_281.jpg, 0, 1, 0, 30.19041
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_16_382.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_16_382.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_16_382.jpg, 0, 1, 0, 30.1903
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_16_483.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_16_483.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_16_483.jpg, 0, 1, 0, 30.18954
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_16_589.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_16_589.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_16_589.jpg, 0, 1, 0, 30.19036
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_16_695.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_16_695.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_16_695.jpg, -0.3166965, 1, 0, 30.16779
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_16_797.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_16_797.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_16_797.jpg, -0.01031369, 1, 0, 30.18974
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_16_897.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_16_897.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_16_897.jpg, 0, 1, 0, 30.19002
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_17_002.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_17_002.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_17_002.jpg, 0, 1, 0, 30.19028
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_17_108.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_17_108.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_17_108.jpg, 0, 1, 0, 30.19032
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_17_213.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_17_213.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_17_213.jpg, 0, 1, 0, 30.19034
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_17_315.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_17_315.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_17_315.jpg, 0, 1, 0, 30.19032
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_17_416.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_17_416.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_17_416.jpg, -0.302127, 1, 0, 30.16955
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_17_518.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_17_518.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_17_518.jpg, 0, 1, 0, 30.18946
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_17_623.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_17_623.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_17_623.jpg, 0, 1, 0, 30.19008
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_17_726.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_17_726.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_17_726.jpg, 0, 1, 0, 30.19028
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_17_828.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_17_828.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_17_828.jpg, -0.07904071, 1, 0, 30.18905
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_17_932.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_17_932.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_17_932.jpg, -0.1555041, 1, 0, 30.18792
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_18_037.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_18_037.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_18_037.jpg, 0, 1, 0, 30.19021
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_18_142.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_18_142.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_18_142.jpg, 0, 1, 0, 30.19027
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_18_246.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_18_246.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_18_246.jpg, -0.2769048, 1, 0, 30.17314
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_18_350.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_18_350.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_18_350.jpg, -0.3353964, 1, 0, 30.18093
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_18_454.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_18_454.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_18_454.jpg, 0, 1, 0, 30.18728
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_18_559.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_18_559.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_18_559.jpg, 0, 1, 0, 30.18984
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_18_662.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_18_662.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_18_662.jpg, 0, 1, 0, 30.19027
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_18_767.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_18_767.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_18_767.jpg, 0, 1, 0, 30.1903
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_18_867.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_18_867.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_18_867.jpg, 0, 1, 0, 30.19029
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_18_970.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_18_970.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_18_970.jpg, 0, 1, 0, 30.19028
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_19_075.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_19_075.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_19_075.jpg, 0, 1, 0, 30.19031
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_19_179.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_19_179.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_19_179.jpg, 0, 1, 0, 30.19028
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_19_283.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_19_283.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_19_283.jpg, 0, 1, 0, 30.19033
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_19_387.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_19_387.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_19_387.jpg, 0, 1, 0, 30.19028
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_19_488.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_19_488.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_19_488.jpg, -0.2811987, 1, 0, 30.17164
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_19_589.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_19_589.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_19_589.jpg, -0.04410657, 1, 0, 30.19066
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_19_692.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_19_692.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_19_692.jpg, 0, 1, 0, 30.19001
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_19_794.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_19_794.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_19_794.jpg, 0, 1, 0, 30.1903
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_19_901.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_19_901.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_19_901.jpg, -0.0677466, 1, 0, 30.18936
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_20_006.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_20_006.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_20_006.jpg, -0.08932562, 1, 0, 30.19057
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_20_107.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_20_107.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_20_107.jpg, 0, 1, 0, 30.19005
C:\Users\bahri\Desktop\Data\IMG\center_2020_11_28_13_03_20_210.jpg, C:\Users\bahri\Desktop\Data\IMG\left_2020_11_28_13_03_20_210.jpg, C:\Users\bahri\Desktop\Data\IMG\right_2020_11_28_13_03_20_210.jpg, 0, 1, 0, 30.19058
